תאריך,מספר לקוחות,Carciofi Alla Giodia,חציל פרמז'ן,טירמיסו,טליאטה די מנזו,כבדי עוף ובצל מטוגן,לברק שלם,לזניה בולונז,לינגוויני ארביאטה,לינגוויני ירקות,מאצי 4 גבינות,מאצי רוזה אפונה ובייקון,מבחר פטריות,נמסיס,סלט חסה גדול,סלט קולורבי,סלט קיסר,עוגת גבינה,פוקצ'ת הבית,פטוצ'יני תרד גורגונזולה,פנה קרבונרה,פסטה בולונז,פפרדלה פטריות ושמנת,פרגיות,קרפצ'יו בקר אורוגולה ופרמז'ן,שרימפס אליו פפרונצ'ינו,טורטלוני,פילה דג,פסטה פירות ים,ריזוטו,יום בשבוע,חודש
2023-07-22,366.0,20.0,39.0,53.0,19.0,13.0,5.0,45.0,15.0,18.0,2.0,14.0,28.0,15.0,24,26.0,28.0,13.0,130,65.0,33.0,35.0,34.0,21.0,28.0,14.0,35.0,32.0,19.0,0.0,7,7
2023-07-21,383.0,21.0,42.0,54.0,22.0,14.0,11.0,36.0,11.0,20.0,1.0,17.0,30.0,15.0,26,26.0,25.0,18.0,101,68.0,39.0,33.0,27.0,20.0,26.0,17.0,46.0,33.0,20.0,0.0,6,7
2023-07-20,378.0,15.0,21.0,44.0,8.0,10.0,3.0,33.0,7.0,12.0,3.0,16.0,18.0,14.0,19,18.0,25.0,9.0,68,52.0,23.0,11.0,23.0,7.0,25.0,14.0,28.0,9.0,7.0,0.0,5,7
2023-07-19,326.0,14.0,25.0,40.0,10.0,6.0,8.0,30.0,6.0,11.0,2.0,12.0,26.0,13.0,16,18.0,20.0,8.0,72,55.0,25.0,18.0,27.0,7.0,25.0,6.0,25.0,15.0,5.0,0.0,4,7
2023-07-18,307.0,8.0,4.0,29.0,9.0,5.0,2.0,17.0,2.0,8.0,1.0,2.0,15.0,4.0,7,12.0,10.0,5.0,45,16.0,10.0,9.0,5.0,4.0,15.0,7.0,9.0,6.0,7.0,2.0,3,7
2023-07-17,287.0,23.0,16.0,34.0,9.0,5.0,3.0,16.0,11.0,11.0,5.0,9.0,22.0,14.0,19,23.0,14.0,8.0,69,41.0,10.0,13.0,20.0,2.0,13.0,10.0,21.0,7.0,3.0,9.0,2,7
2023-07-16,290.0,10.0,16.0,23.0,5.0,5.0,2.0,13.0,10.0,7.0,12.0,8.0,19.0,10.0,8,14.0,20.0,9.0,55,28.0,16.0,15.0,13.0,8.0,13.0,12.0,19.0,7.0,5.0,8.0,1,7
2023-07-15,350.0,7.0,38.0,52.0,8.0,16.0,11.0,31.0,13.0,23.0,15.0,16.0,23.0,12.0,16,24.0,31.0,12.0,96,57.0,30.0,37.0,30.0,11.0,39.0,15.0,41.0,37.0,11.0,0.0,7,7
2023-07-14,406.0,20.0,37.0,65.0,15.0,17.0,10.0,49.0,17.0,26.0,7.0,12.0,27.0,13.0,25,24.0,24.0,12.0,98,56.0,31.0,34.0,26.0,22.0,30.0,11.0,46.0,34.0,13.0,0.0,6,7
2023-07-13,355.0,14.0,25.0,40.0,13.0,4.0,8.0,27.0,13.0,17.0,10.0,6.0,25.0,9.0,14,15.0,26.0,13.0,92,28.0,24.0,20.0,30.0,7.0,22.0,12.0,38.0,8.0,11.0,6.0,5,7
2023-07-12,302.0,11.0,14.0,41.0,9.0,6.0,5.0,19.0,15.0,19.0,1.0,8.0,15.0,8.0,18,18.0,10.0,10.0,69,44.0,17.0,17.0,22.0,14.0,19.0,7.0,27.0,8.0,6.0,10.0,4,7
2023-07-11,307.0,7.0,11.0,23.0,3.0,2.0,2.0,8.0,2.0,3.0,1.0,7.0,17.0,3.0,17,13.0,10.0,5.0,45,21.0,24.0,5.0,10.0,7.0,10.0,8.0,11.0,6.0,6.0,0.0,3,7
2023-07-10,314.0,13.0,18.0,31.0,5.0,9.0,1.0,25.0,9.0,10.0,3.0,9.0,22.0,11.0,19,21.0,21.0,13.0,72,42.0,15.0,21.0,17.0,2.0,22.0,8.0,41.0,14.0,7.0,14.0,2,7
2023-07-09,315.0,7.0,18.0,21.0,2.0,3.0,10.0,19.0,4.0,9.0,6.0,10.0,9.0,8.0,7,17.0,16.0,7.0,52,37.0,13.0,13.0,22.0,2.0,11.0,6.0,27.0,9.0,5.0,0.0,1,7
2023-07-08,341.0,11.0,30.0,52.0,17.0,12.0,6.0,43.0,21.0,17.0,0.0,5.0,36.0,14.0,25,18.0,14.0,15.0,125,60.0,36.0,39.0,44.0,15.0,31.0,14.0,39.0,27.0,14.0,0.0,7,7
2023-07-07,362.5,13.0,47.0,69.0,20.0,16.0,9.0,47.0,16.0,23.0,14.0,18.0,26.0,17.0,21,16.0,21.0,18.0,110,40.0,43.0,40.0,31.0,15.0,49.0,26.0,49.0,39.0,17.0,0.0,6,7
2023-07-06,361.0,7.0,16.0,40.0,11.0,5.0,9.0,24.0,10.0,7.0,1.0,7.0,15.0,13.0,18,11.0,18.0,18.0,69,26.0,20.0,11.0,22.0,9.0,17.0,9.0,36.0,10.0,4.0,0.0,5,7
2023-07-05,311.0,13.0,24.0,42.0,5.0,9.0,3.0,21.0,9.0,11.0,1.0,5.0,19.0,8.0,9,21.0,22.0,13.0,62,50.0,26.0,18.0,23.0,7.0,29.0,11.0,39.0,7.0,10.0,3.0,4,7
2023-07-04,334.0,7.0,24.0,31.0,10.0,8.0,4.0,23.0,6.0,10.0,8.0,17.0,22.0,12.0,13,16.0,17.0,15.0,72,48.0,22.0,15.0,25.0,3.0,22.0,10.0,32.0,19.0,3.0,8.0,3,7
2023-07-03,345.0,7.0,12.0,38.0,14.0,7.0,8.0,24.0,13.0,1.0,9.0,6.0,22.0,10.0,18,16.0,20.0,15.0,78,47.0,22.0,16.0,25.0,11.0,23.0,8.0,32.0,11.0,13.0,0.0,2,7
2023-07-02,290.0,8.0,12.0,21.0,4.0,7.0,2.0,17.0,8.0,14.0,9.0,16.0,17.0,10.0,8,8.0,11.0,11.0,48,31.0,17.0,11.0,17.0,3.0,16.0,9.0,23.0,7.0,5.0,0.0,1,7
2023-07-01,369.0,8.0,35.0,54.0,17.0,14.0,12.0,51.0,14.0,15.0,8.0,13.0,29.0,23.0,28,29.0,23.0,11.0,120,66.0,41.0,28.0,35.0,16.0,36.0,20.0,51.0,20.0,11.0,0.0,7,7
2023-06-30,390.0,12.0,36.0,55.0,10.0,10.0,10.0,50.0,12.0,24.0,3.0,6.0,31.0,14.0,24,21.0,26.0,18.0,107,54.0,43.0,29.0,31.0,15.0,41.0,18.0,43.0,34.0,10.0,0.0,6,6
2023-06-29,400.0,5.0,25.0,56.0,13.0,7.0,2.0,27.0,17.0,9.0,4.0,18.0,25.0,14.0,9,18.0,16.0,15.0,81,58.0,24.0,20.0,23.0,1.0,25.0,18.0,43.0,16.0,6.0,0.0,5,6
2023-06-28,273.0,8.0,10.0,48.0,16.0,11.0,6.0,17.0,7.0,15.0,3.0,10.0,19.0,14.0,18,16.0,16.0,13.0,72,35.0,29.0,11.0,26.0,8.0,18.0,12.0,26.0,11.0,4.0,0.0,4,6
2023-06-27,307.0,13.0,18.0,29.0,3.0,3.0,6.0,24.0,7.0,11.0,18.0,3.0,8.0,10.0,17,13.0,12.0,9.0,65,40.0,14.0,15.0,21.0,9.0,13.0,10.0,30.0,12.0,5.0,0.0,3,6
2023-06-26,282.0,7.0,13.0,31.0,10.0,2.0,5.0,19.0,9.0,11.0,2.0,8.0,12.0,8.0,10,10.0,25.0,10.0,58,23.0,14.0,19.0,16.0,2.0,25.0,4.0,26.0,17.0,8.0,0.0,2,6
2023-06-25,251.0,11.0,16.0,21.0,8.0,4.0,2.0,19.0,4.0,8.0,12.0,5.0,16.0,5.0,9,16.0,6.0,9.0,45,29.0,14.0,8.0,13.0,3.0,17.0,5.0,20.0,11.0,8.0,3.0,1,6
2023-06-24,385.0,8.0,41.0,57.0,18.0,15.0,10.0,55.0,16.0,19.0,1.0,21.0,40.0,14.0,25,27.0,24.0,15.0,121,63.0,37.0,48.0,37.0,17.0,38.0,18.0,52.0,20.0,14.0,12.0,7,6
2023-06-23,408.0,19.0,34.0,52.0,14.0,12.0,12.0,48.0,10.0,15.0,17.0,17.0,22.0,16.0,19,22.0,19.0,14.0,90,64.0,32.0,36.0,15.0,13.0,35.0,16.0,44.0,42.0,11.0,6.0,6,6
2023-06-22,352.0,11.0,29.0,54.0,10.0,4.0,4.0,24.0,12.0,11.0,4.0,9.0,28.0,13.0,19,14.0,21.0,13.0,81,44.0,21.0,14.0,34.0,10.0,24.0,11.0,40.0,7.0,16.0,0.0,5,6
2023-06-21,264.0,9.0,21.0,39.0,5.0,1.0,2.0,26.0,8.0,10.0,2.0,8.0,16.0,15.0,16,13.0,19.0,20.0,68,42.0,14.0,8.0,13.0,6.0,25.0,6.0,27.0,16.0,7.0,9.0,4,6
2023-06-20,296.0,9.0,18.0,46.0,4.0,1.0,3.0,24.0,10.0,8.0,14.0,8.0,24.0,8.0,15,21.0,17.0,12.0,72,48.0,12.0,19.0,19.0,6.0,28.0,4.0,27.0,16.0,7.0,9.0,3,6
2023-06-19,274.0,9.0,17.0,35.0,3.0,12.0,5.0,21.0,18.0,15.0,5.0,11.0,18.0,11.0,22,13.0,9.0,9.0,67,34.0,22.0,19.0,12.0,4.0,23.0,6.0,28.0,13.0,5.0,1.0,2,6
2023-06-18,280.0,4.0,17.0,20.0,1.0,4.0,3.0,18.0,4.0,10.0,16.0,6.0,12.0,7.0,12,9.0,6.0,5.0,45,34.0,10.0,15.0,15.0,4.0,8.0,8.0,25.0,6.0,6.0,4.0,1,6
2023-06-17,373.0,19.0,38.0,42.0,8.0,11.0,13.0,53.0,11.0,21.0,10.0,12.0,25.0,22.0,20,29.0,22.0,22.0,127,69.0,35.0,47.0,42.0,13.0,44.0,19.0,41.0,37.0,16.0,15.0,7,6
2023-06-16,383.0,11.0,38.0,55.0,14.0,17.0,7.0,32.0,14.0,16.0,1.0,15.0,37.0,17.0,32,28.0,16.0,15.0,105,54.0,31.0,33.0,23.0,23.0,41.0,24.0,45.0,43.0,15.0,11.0,6,6
2023-06-15,389.0,14.0,20.0,46.0,8.0,16.0,8.0,29.0,15.0,8.0,8.0,7.0,20.0,11.0,17,11.0,23.0,10.0,97,49.0,32.0,21.0,24.0,3.0,25.0,16.0,36.0,21.0,13.0,4.0,5,6
2023-06-14,275.0,6.0,15.0,25.0,12.0,5.0,6.0,23.0,10.0,10.0,8.0,10.0,22.0,6.0,16,18.0,15.0,13.0,67,27.0,22.0,13.0,11.0,3.0,23.0,6.0,27.0,15.0,3.0,8.0,4,6
2023-06-13,349.0,9.0,20.0,30.0,12.0,5.0,7.0,27.0,12.0,15.0,1.0,12.0,14.0,15.0,10,8.0,13.0,16.0,66,41.0,15.0,26.0,17.0,5.0,24.0,10.0,26.0,14.0,7.0,5.0,3,6
2023-06-12,299.0,9.0,14.0,47.0,8.0,3.0,1.0,32.0,12.0,8.0,1.0,14.0,21.0,3.0,18,18.0,14.0,13.0,75,41.0,21.0,16.0,13.0,5.0,28.0,12.0,17.0,19.0,11.0,0.0,2,6
2023-06-11,250.0,13.0,27.0,24.0,7.0,24.0,3.0,16.0,10.0,12.0,0.0,2.0,14.0,8.0,6,10.0,11.0,14.0,53,26.0,15.0,9.0,14.0,5.0,12.0,4.0,26.0,12.0,1.0,0.0,1,6
2023-06-10,366.0,24.0,38.0,60.0,25.0,20.0,9.0,38.0,12.0,22.0,17.0,15.0,35.0,12.0,30,27.0,21.0,21.0,112,57.0,37.0,42.0,32.0,10.0,39.0,17.0,49.0,30.0,16.0,19.0,7,6
2023-06-09,392.0,15.0,34.0,45.0,18.0,9.0,7.0,48.0,12.0,14.0,8.0,9.0,32.0,13.0,14,21.0,24.0,17.0,106,66.0,42.0,33.0,30.0,11.0,39.0,17.0,35.0,37.0,17.0,6.0,6,6
2023-06-08,406.0,8.0,17.0,36.0,14.0,7.0,8.0,22.0,12.0,10.0,1.0,11.0,23.0,13.0,13,17.0,18.0,14.0,69,42.0,26.0,23.0,19.0,11.0,19.0,11.0,30.0,24.0,8.0,0.0,5,6
2023-06-07,277.0,12.0,22.0,27.0,3.0,5.0,8.0,20.0,10.0,12.0,1.0,7.0,17.0,18.0,9,14.0,14.0,10.0,67,36.0,15.0,9.0,16.0,9.0,17.0,11.0,21.0,18.0,4.0,0.0,4,6
2023-06-06,292.0,8.0,15.0,27.0,1.0,7.0,3.0,22.0,10.0,16.0,1.0,11.0,13.0,9.0,18,15.0,11.0,13.0,60,33.0,25.0,13.0,16.0,10.0,22.0,6.0,25.0,19.0,7.0,0.0,3,6
2023-06-05,244.0,10.0,17.0,28.0,16.0,4.0,3.0,15.0,7.0,7.0,3.0,3.0,6.0,4.0,9,10.0,12.0,10.0,54,30.0,9.0,12.0,16.0,12.0,19.0,12.0,15.0,3.0,3.0,0.0,2,6
2023-06-04,280.0,5.0,16.0,17.0,2.0,1.0,2.0,16.0,6.0,1.0,10.0,7.0,9.0,4.0,4,8.0,11.0,3.0,38,19.0,12.0,10.0,10.0,3.0,9.0,4.0,14.0,3.0,8.0,0.0,1,6
2023-06-03,404.0,11.0,32.0,54.0,19.0,12.0,5.0,35.0,18.0,25.0,11.0,16.0,33.0,17.0,19,25.0,26.0,19.0,112,59.0,36.0,47.0,39.0,15.0,34.0,25.0,38.0,36.0,14.0,3.0,7,6
2023-06-02,369.0,19.0,36.0,53.0,12.0,11.0,4.0,45.0,15.0,23.0,14.0,12.0,27.0,20.0,26,18.0,14.0,16.0,100,38.0,25.0,31.0,27.0,18.0,32.0,11.0,32.0,8.0,21.0,12.0,6,6
2023-06-01,306.0,8.0,20.0,35.0,3.0,4.0,2.0,24.0,16.0,17.0,11.0,10.0,19.0,10.0,15,15.0,15.0,7.0,72,39.0,24.0,16.0,14.0,6.0,20.0,12.0,32.0,10.0,8.0,0.0,5,6
2023-05-31,300.0,11.0,17.0,46.0,10.0,8.0,6.0,25.0,12.0,11.0,1.0,20.0,11.0,5.0,10,14.0,13.0,10.0,86,43.0,12.0,21.0,13.0,9.0,29.0,16.0,34.0,10.0,7.0,0.0,4,5
2023-05-30,287.0,14.0,11.0,31.0,13.0,2.0,3.0,17.0,7.0,15.0,1.0,7.0,18.0,13.0,14,9.0,11.0,10.0,62,19.0,23.0,10.0,21.0,11.0,18.0,7.0,22.0,19.0,7.0,0.0,3,5
2023-05-29,280.0,14.0,24.0,38.0,11.0,6.0,4.0,23.0,7.0,7.0,2.0,8.0,17.0,20.0,11,18.0,12.0,8.0,55,23.0,21.0,9.0,15.0,2.0,18.0,10.0,31.0,19.0,3.0,0.0,2,5
2023-05-28,237.0,1.0,13.0,31.0,5.0,3.0,3.0,12.0,6.0,7.0,5.0,5.0,9.0,8.0,12,8.0,8.0,3.0,42,18.0,15.0,10.0,17.0,6.0,14.0,11.0,25.0,8.0,7.0,0.0,1,5
2023-05-27,366.5,18.0,35.0,44.0,10.0,14.0,7.0,36.0,15.0,17.0,1.0,7.0,17.0,23.0,26,16.0,25.0,9.0,99,55.0,36.0,35.0,35.0,11.0,45.0,22.0,37.0,19.0,18.0,9.0,7,5
2023-05-26,350.0,14.0,28.0,54.0,20.0,12.0,11.0,34.0,21.0,13.0,2.0,6.0,30.0,13.0,25,27.0,20.0,9.0,108,41.0,28.0,31.0,23.0,14.0,43.0,10.0,48.0,37.0,20.0,13.0,6,5
2023-05-25,330.0,5.0,27.0,26.0,12.0,9.0,6.0,30.0,20.0,12.0,16.0,12.0,19.0,14.0,24,22.0,26.0,19.0,86,42.0,31.0,15.0,31.0,14.0,29.0,11.0,47.0,19.0,11.0,9.0,5,5
2023-05-24,340.0,11.0,18.0,27.0,18.0,8.0,2.0,20.0,5.0,10.0,19.0,9.0,19.0,11.0,5,19.0,20.0,10.0,61,31.0,25.0,13.0,22.0,7.0,23.0,10.0,27.0,5.0,6.0,10.0,4,5
2023-05-23,314.0,17.0,21.0,27.0,16.0,10.0,2.0,24.0,12.0,12.0,2.0,6.0,24.0,8.0,16,11.0,14.0,11.0,76,29.0,17.0,18.0,24.0,15.0,19.0,11.0,23.0,6.0,4.0,0.0,3,5
2023-05-22,295.0,11.0,10.0,26.0,4.0,5.0,5.0,19.0,8.0,10.0,3.0,14.0,22.0,10.0,9,14.0,15.0,12.0,59,39.0,15.0,11.0,16.0,5.0,21.0,14.0,19.0,5.0,9.0,0.0,2,5
2023-05-21,229.0,10.0,16.0,16.0,8.0,8.0,1.0,20.0,7.0,11.0,12.0,2.0,13.0,7.0,10,9.0,12.0,10.0,39,21.0,14.0,11.0,17.0,2.0,13.0,7.0,23.0,12.0,1.0,0.0,1,5
2023-05-20,318.0,8.0,32.0,52.0,20.0,15.0,10.0,43.0,16.0,23.0,2.0,19.0,26.0,18.0,20,27.0,26.0,16.0,101,63.0,35.0,46.0,22.0,13.0,43.0,15.0,21.0,32.0,6.0,14.0,7,5
2023-05-19,388.0,19.0,39.0,71.0,20.0,20.0,8.0,61.0,16.0,14.0,11.0,17.0,27.0,17.0,24,18.0,25.0,20.0,119,64.0,35.0,40.0,29.0,6.0,34.0,13.0,49.0,31.0,16.0,5.0,6,5
2023-05-18,331.0,12.0,27.0,44.0,12.0,13.0,6.0,19.0,10.0,14.0,1.0,6.0,31.0,5.0,11,23.0,15.0,8.0,86,44.0,14.0,14.0,25.0,7.0,24.0,8.0,32.0,11.0,10.0,0.0,5,5
2023-05-17,270.0,7.0,23.0,30.0,9.0,7.0,4.0,24.0,7.0,5.0,9.0,12.0,19.0,6.0,13,19.0,17.0,12.0,67,42.0,17.0,11.0,16.0,9.0,16.0,10.0,24.0,9.0,5.0,0.0,4,5
2023-05-16,264.0,9.0,23.0,42.0,5.0,5.0,3.0,26.0,12.0,14.0,1.0,4.0,22.0,4.0,11,23.0,18.0,8.0,65,40.0,19.0,23.0,14.0,4.0,16.0,9.0,19.0,15.0,7.0,0.0,3,5
2023-05-15,284.0,2.0,25.0,28.0,6.0,3.0,4.0,16.0,12.0,16.0,2.0,14.0,14.0,12.0,15,21.0,12.0,14.0,73,42.0,17.0,15.0,26.0,9.0,15.0,9.0,26.0,6.0,5.0,0.0,2,5
2023-05-14,265.0,7.0,21.0,25.0,13.0,5.0,3.0,30.0,6.0,10.0,17.0,10.0,16.0,6.0,7,16.0,11.0,8.0,60,26.0,17.0,8.0,17.0,1.0,21.0,11.0,22.0,12.0,8.0,0.0,1,5
2023-05-13,319.0,12.0,33.0,52.0,18.0,9.0,6.0,38.0,22.0,14.0,15.0,21.0,15.0,24.0,16,21.0,27.0,12.0,100,72.0,39.0,33.0,33.0,8.0,42.0,13.0,42.0,17.0,13.0,8.0,7,5
2023-05-12,334.0,14.0,35.0,61.0,13.0,11.0,6.0,39.0,14.0,23.0,4.0,16.0,23.0,15.0,28,14.0,18.0,13.0,97,51.0,41.0,33.0,19.0,12.0,38.0,21.0,34.0,29.0,12.0,10.0,6,5
2023-05-11,361.0,3.0,11.0,31.0,9.0,6.0,5.0,22.0,4.0,10.0,1.0,3.0,9.0,4.0,7,14.0,8.0,11.0,52,30.0,21.0,10.0,9.0,3.0,17.0,13.0,23.0,16.0,3.0,13.0,5,5
2023-05-10,303.0,7.0,13.0,30.0,3.0,5.0,1.0,11.0,8.0,4.0,16.0,7.0,13.0,6.0,5,4.0,5.0,12.0,55,22.0,13.0,12.0,19.0,6.0,13.0,5.0,22.0,9.0,2.0,0.0,4,5
2023-05-09,269.0,5.0,19.0,45.0,11.0,6.0,3.0,22.0,8.0,20.0,1.0,11.0,17.0,6.0,11,20.0,18.0,11.0,74,47.0,25.0,27.0,11.0,6.0,20.0,12.0,28.0,6.0,4.0,0.0,3,5
2023-05-08,249.0,12.0,21.0,24.0,6.0,5.0,4.0,17.0,4.0,6.0,1.0,7.0,15.0,9.0,21,10.0,17.0,10.0,71,41.0,19.0,11.0,33.0,8.0,13.0,13.0,30.0,11.0,4.0,0.0,2,5
2023-05-07,282.0,14.0,21.0,25.0,5.0,5.0,4.0,24.0,6.0,7.0,8.0,7.0,14.0,6.0,13,10.0,7.0,12.0,54,36.0,10.0,9.0,16.0,8.0,15.0,8.0,22.0,9.0,7.0,8.0,1,5
2023-05-06,348.0,14.0,38.0,46.0,12.0,12.0,6.0,42.0,17.0,12.0,8.0,15.0,23.0,19.0,22,23.0,33.0,12.0,121,69.0,37.0,35.0,39.0,10.0,40.0,19.0,49.0,27.0,10.0,9.0,7,5
2023-05-05,378.0,11.0,33.0,42.0,18.0,11.0,5.0,50.0,18.0,13.0,11.0,8.0,32.0,12.0,24,22.0,17.0,16.0,97,55.0,28.0,26.0,17.0,23.0,34.0,20.0,35.0,11.0,19.0,0.0,6,5
2023-05-04,443.0,21.0,29.0,53.0,14.0,10.0,3.0,27.0,18.0,16.0,14.0,12.0,27.0,9.0,25,15.0,26.0,16.0,87,39.0,28.0,27.0,17.0,4.0,33.0,25.0,29.0,25.0,15.0,0.0,5,5
2023-05-03,300.0,16.0,25.0,47.0,9.0,9.0,3.0,27.0,14.0,9.0,3.0,9.0,25.0,14.0,10,14.0,22.0,14.0,88,44.0,19.0,23.0,19.0,8.0,23.0,23.0,31.0,10.0,11.0,0.0,4,5
2023-05-02,307.0,14.0,28.0,39.0,28.0,10.0,6.0,40.0,14.0,12.0,2.0,14.0,24.0,8.0,18,17.0,16.0,7.0,96,34.0,25.0,15.0,23.0,5.0,30.0,12.0,28.0,21.0,9.0,0.0,3,5
2023-05-01,302.0,10.0,22.0,33.0,5.0,3.0,2.0,28.0,14.0,10.0,1.0,12.0,22.0,5.0,13,20.0,16.0,8.0,74,31.0,11.0,11.0,20.0,5.0,21.0,11.0,29.0,10.0,7.0,4.0,2,5
2023-04-30,256.0,12.0,18.0,25.0,9.0,8.0,4.0,21.0,5.0,6.0,1.0,3.0,16.0,4.0,17,10.0,16.0,6.0,46,26.0,12.0,15.0,13.0,3.0,18.0,7.0,23.0,10.0,5.0,5.0,1,4
2023-04-29,396.0,19.0,37.0,60.0,17.0,11.0,9.0,45.0,18.0,25.0,11.0,11.0,22.0,26.0,25,22.0,28.0,9.0,112,64.0,41.0,47.0,41.0,12.0,41.0,14.0,38.0,20.0,1.0,16.0,7,4
2023-04-28,385.0,11.0,44.0,64.0,14.0,18.0,12.0,49.0,12.0,19.0,8.0,11.0,34.0,11.0,32,15.0,28.0,12.0,106,61.0,36.0,25.0,31.0,19.0,41.0,17.0,45.0,33.0,15.0,13.0,6,4
2023-04-27,359.0,10.0,25.0,39.0,16.0,10.0,2.0,16.0,22.0,13.0,9.0,8.0,27.0,18.0,20,21.0,17.0,13.0,96,48.0,27.0,29.0,18.0,3.0,28.0,9.0,29.0,10.0,6.0,0.0,5,4
2023-04-23,232.0,8.0,12.0,31.0,8.0,5.0,1.0,17.0,7.0,7.0,8.0,6.0,15.0,11.0,10,18.0,8.0,4.0,65,27.0,14.0,13.0,19.0,4.0,8.0,8.0,24.0,3.0,2.0,5.0,1,4
2023-04-22,320.0,12.0,53.0,59.0,21.0,9.0,11.0,49.0,23.0,15.0,11.0,12.0,36.0,17.0,23,31.0,21.0,15.0,127,52.0,27.0,34.0,35.0,15.0,43.0,17.0,29.0,35.0,18.0,15.0,7,4
2023-04-21,359.0,13.0,35.0,73.0,25.0,14.0,11.0,50.0,19.0,22.0,8.0,18.0,31.0,18.0,22,20.0,24.0,14.0,98,48.0,35.0,41.0,19.0,19.0,33.0,26.0,40.0,37.0,12.0,11.0,6,4
2023-04-20,364.0,12.0,21.0,40.0,7.0,3.0,6.0,29.0,10.0,9.0,1.0,8.0,16.0,11.0,12,18.0,21.0,10.0,90,43.0,22.0,12.0,21.0,9.0,36.0,12.0,42.0,24.0,8.0,11.0,5,4
2023-04-19,296.0,17.0,18.0,30.0,7.0,10.0,3.0,16.0,5.0,12.0,20.0,8.0,25.0,16.0,21,27.0,19.0,13.0,84,55.0,20.0,12.0,27.0,10.0,22.0,14.0,36.0,13.0,3.0,0.0,4,4
2023-04-18,270.0,14.0,25.0,31.0,10.0,8.0,9.0,23.0,14.0,13.0,9.0,12.0,20.0,4.0,12,22.0,17.0,8.0,69,41.0,22.0,15.0,17.0,15.0,23.0,16.0,27.0,23.0,4.0,0.0,3,4
2023-04-17,294.0,2.0,5.0,15.0,4.0,1.0,4.0,4.0,1.0,4.0,9.0,2.0,3.0,2.0,4,1.0,4.0,4.0,92,80.0,6.0,7.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,0.0,2,4
2023-04-16,247.0,6.0,14.0,21.0,9.0,6.0,3.0,13.0,6.0,5.0,2.0,3.0,12.0,8.0,13,9.0,11.0,5.0,59,28.0,15.0,12.0,15.0,12.0,19.0,19.0,27.0,17.0,9.0,0.0,1,4
2023-04-15,317.0,12.0,39.0,55.0,14.0,12.0,2.0,31.0,13.0,12.0,1.0,15.0,30.0,16.0,20,23.0,28.0,13.0,119,63.0,43.0,34.0,45.0,11.0,27.0,12.0,48.0,20.0,6.0,5.0,7,4
2023-04-14,353.0,18.0,39.0,55.0,15.0,7.0,3.0,44.0,13.0,16.0,9.0,16.0,27.0,17.0,13,26.0,25.0,14.0,96,56.0,30.0,26.0,28.0,11.0,25.0,21.0,48.0,26.0,8.0,18.0,6,4
2023-04-13,383.0,12.0,43.0,46.0,13.0,7.0,4.0,41.0,16.0,20.0,7.0,18.0,23.0,15.0,25,25.0,26.0,14.0,120,56.0,42.0,36.0,30.0,7.0,29.0,18.0,52.0,24.0,11.0,0.0,5,4
2023-04-12,303.0,20.0,42.0,56.0,12.0,17.0,4.0,48.0,24.0,14.0,2.0,10.0,31.0,24.0,28,15.0,20.0,16.0,114,62.0,43.0,46.0,25.0,13.0,35.0,16.0,31.0,23.0,11.0,10.0,4,4
2023-04-11,323.0,13.0,24.0,40.0,21.0,9.0,5.0,58.0,7.0,17.0,10.0,10.0,22.0,19.0,13,13.0,14.0,12.0,59,48.0,38.0,29.0,18.0,18.0,30.0,17.0,25.0,32.0,10.0,10.0,3,4
2023-04-10,277.0,13.0,23.0,45.0,9.0,8.0,9.0,42.0,6.0,18.0,12.0,14.0,18.0,21.0,16,26.0,20.0,5.0,76,43.0,37.0,34.0,20.0,17.0,19.0,20.0,34.0,23.0,12.0,12.0,2,4
2023-04-09,294.0,4.0,19.0,27.0,3.0,12.0,6.0,17.0,10.0,9.0,1.0,5.0,17.0,9.0,6,10.0,16.0,6.0,42,34.0,16.0,21.0,7.0,6.0,15.0,7.0,19.0,5.0,1.0,7.0,1,4
2023-04-08,366.5,4.0,22.0,32.0,9.0,11.0,2.0,29.0,18.0,11.0,2.0,14.0,17.0,10.0,8,7.0,18.0,10.0,72,41.0,32.0,27.0,25.0,12.0,25.0,16.0,20.0,27.0,15.0,0.0,7,4
2023-04-07,362.5,13.0,36.0,39.0,15.0,6.0,9.0,34.0,8.0,10.0,9.0,15.0,22.0,18.0,22,14.0,20.0,15.0,69,45.0,44.0,24.0,20.0,15.0,36.0,15.0,33.0,17.0,15.0,0.0,6,4
2023-04-04,367.0,17.0,18.0,50.0,11.0,8.0,4.0,25.0,14.0,12.0,3.0,9.0,32.0,14.0,9,27.0,22.0,15.0,98,64.0,23.0,14.0,30.0,7.0,32.0,8.0,26.0,14.0,8.0,0.0,3,4
2023-04-03,327.0,14.0,26.0,41.0,12.0,9.0,1.0,29.0,16.0,7.0,12.0,13.0,16.0,12.0,7,17.0,21.0,12.0,91,39.0,28.0,14.0,22.0,6.0,23.0,13.0,31.0,10.0,7.0,0.0,2,4
2023-04-02,327.0,9.0,19.0,26.0,19.0,9.0,4.0,26.0,3.0,16.0,5.0,4.0,21.0,4.0,10,14.0,19.0,10.0,70,53.0,16.0,12.0,16.0,5.0,36.0,14.0,36.0,9.0,7.0,0.0,1,4
